,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
3009,Evapotranspiration-Based,15966.456,37.2833,-6.05,30.0,Perennials,sandy loams,3.9,https://doi.org/10.3390/agronomy10020258,2025-11-26 15:19:48,8.0
3319,Conventional/Fixed Scheduling,5706.193649999999,8.433333,39.03333333333333,1602.0,Maize,clay,1.15,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3320,Specialized Irrigation Delivery,4209.3384,8.433333333333334,39.03333333333333,1602.0,Maize,clay,1.69,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3321,Conventional/Fixed Scheduling,3810.177,8.433333333333334,39.03333333333333,1602.0,Maize,clay,1.53,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3322,Conventional/Fixed Scheduling,5706.193649999999,8.433333333333334,39.03333333333333,1602.0,Maize,clay,1.15,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3323,Specialized Irrigation Delivery,4209.3384,8.433333333333334,39.03333333333333,1602.0,Maize,clay,1.69,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3324,Conventional/Fixed Scheduling,3810.177,8.433333333333334,39.03333333333333,1602.0,Maize,clay,1.53,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3325,Conventional/Fixed Scheduling,25655.1918,8.433333333333334,39.03333333333333,1602.0,Maize,clay,9.966034889221191,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3326,Specialized Irrigation Delivery,18533.78955,8.433333333333334,39.03333333333333,1602.0,Maize,clay,9.815242767333984,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3327,Conventional/Fixed Scheduling,17499.59865,8.433333333333334,39.03333333333333,1602.0,Maize,clay,9.815242767333984,https://doi.org/10.4172/2168-9768.1000207,2025-11-26 17:06:40,9.0
3328,Deficit/Partial Irrigation,28140.8787,-9.133333333333333,-40.3,370.0,Perennials,clay,4.62,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0
3329,Deficit/Partial Irrigation,33012.46215,-9.133333333333333,-40.3,370.0,Perennials,clay,5.57,https://doi.org/10.17765/2176-9168.2021v14n2e7832,2025-11-26 17:14:28,9.0
3330,Evapotranspiration-Based,12648.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.848677635192871,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3331,Evapotranspiration-Based,13726.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.848677635192871,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3332,Evapotranspiration-Based,10527.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.811223983764648,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3333,Evapotranspiration-Based,7707.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.635933876037598,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3334,Evapotranspiration-Based,7495.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.635933876037598,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3335,Evapotranspiration-Based,4320.0,33.605,-101.877,992.0,Maize,sandy clay loams,8.594532012939453,https://doi.org/10.3389/fpls.2022.853746,2025-11-26 17:25:38,8.0
3336,Soil Moisture-Based,9888.3165,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.97,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3337,Soil Moisture-Based,9434.724,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.96,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3338,Soil Moisture-Based,8890.413,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3339,Soil Moisture-Based,8164.664999999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.06,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3340,Conventional/Fixed Scheduling,7620.354,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,2.2,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3341,Soil Moisture-Based,9253.286999999998,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,2.3,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3342,Soil Moisture-Based,8255.3835,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,2.37,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3343,Soil Moisture-Based,7711.072499999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.48,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3344,Soil Moisture-Based,5443.11,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3345,Conventional/Fixed Scheduling,2721.555,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.66,https://doi.org/10.1016/S1002-0160(15)30071-0,2025-11-26 17:48:45,9.0
3346,Soil Moisture-Based,9888.3165,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.97,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3347,Soil Moisture-Based,9434.724,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.96,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3348,Soil Moisture-Based,8890.413,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3349,Soil Moisture-Based,8164.664999999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.06,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3350,Conventional/Fixed Scheduling,7620.354,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,2.2,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3351,Soil Moisture-Based,9253.286999999998,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.3,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3352,Soil Moisture-Based,8255.3835,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.37,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3353,Soil Moisture-Based,7711.072499999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.48,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3354,Soil Moisture-Based,5443.11,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3355,Conventional/Fixed Scheduling,2721.555,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,1.66,https://doi.org/10.1007/s00271-008-0117-0,2025-11-26 17:51:49,9.0
3356,Deficit/Partial Irrigation,11784.33315,35.79,106.75,1800.0,Maize,silt loams,2.762,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3357,Deficit/Partial Irrigation,11684.5428,35.79,106.75,1800.0,Maize,silt loams,3.439,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3358,Deficit/Partial Irrigation,11893.195349999998,35.79,106.75,1800.0,Maize,silt loams,2.6100000000000003,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3359,Deficit/Partial Irrigation,11711.75835,35.79,106.75,1800.0,Maize,silt loams,3.108,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3360,Deficit/Partial Irrigation,11076.72885,35.79,106.75,1800.0,Maize,silt loams,2.507,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3361,Deficit/Partial Irrigation,10369.12455,35.79,106.75,1800.0,Maize,silt loams,2.991,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3362,Conventional/Fixed Scheduling,10096.96905,35.79,106.75,1800.0,Maize,silt loams,2.377,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3363,Conventional/Fixed Scheduling,8391.46125,35.79,106.75,1800.0,Maize,silt loams,2.665,https://doi.org/10.1038/s41598-017-14133-1,2025-11-26 17:52:04,9.0
3374,Soil Moisture-Based,9888.3165,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.97,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3375,Soil Moisture-Based,9434.724,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.96,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3376,Soil Moisture-Based,8890.413,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,1.98,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3377,Soil Moisture-Based,8164.664999999999,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.06,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3378,Conventional/Fixed Scheduling,7620.354,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.2,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3379,Soil Moisture-Based,9253.286999999998,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.3,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3380,Soil Moisture-Based,8255.3835,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,2.37,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3381,Soil Moisture-Based,7711.072499999999,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,2.48,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3382,Soil Moisture-Based,5443.11,-2.1166666666666667,37.7285,975.0,Maize,sandy loams,1.98,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3383,Conventional/Fixed Scheduling,2721.555,-2.1166666666666667,37.72833333333333,975.0,Maize,sandy loams,1.66,https://doi.org/10.1007/s10725-017-0359-z,2025-11-26 17:58:05,9.0
3426,Specialized Irrigation Delivery,9330.55,-22.70833333333333,-47.63333333333333,546.0,Vegetables,sandy loams,8.84350872039795,http://dx.doi.org/10.1590/S0100-69162011000500003,2025-11-26 19:03:03,8.0
3427,Specialized Irrigation Delivery,25272.73,-22.70833333333333,-47.63333333333333,546.0,Vegetables,sandy loams,10.39993381500244,http://dx.doi.org/10.1590/S0100-69162011000500003,2025-11-26 19:03:03,8.0
3444,Deficit/Partial Irrigation,43961.91,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,8.67,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3445,Deficit/Partial Irrigation,41016.67,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,8.18,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3446,Deficit/Partial Irrigation,36430.71,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,7.32,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3447,Deficit/Partial Irrigation,42262.25,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,8.18,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3448,Deficit/Partial Irrigation,40473.53,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,8.28,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3449,Deficit/Partial Irrigation,37461.29,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,7.88,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3450,Deficit/Partial Irrigation,33834.86,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,6.81,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3451,Deficit/Partial Irrigation,37599.61,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,8.21,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3452,Conventional/Fixed Scheduling,46033.23,38.65,100.71666666666668,1970.0,Roots_Tubers,sandy clay loams,7.82,https://doi.org/10.1038/s41598-021-95340-9,2025-11-26 19:52:37,9.0
3453,Conventional/Fixed Scheduling,71604.11205,47.0,20.0,92.0,Vegetables,silt loams,11.591781616210938,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3454,Conventional/Fixed Scheduling,33565.845,47.0,20.0,92.0,Vegetables,silt loams,10.011372566223145,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3455,Conventional/Fixed Scheduling,24158.33655,47.0,20.0,92.0,Vegetables,silt loams,9.825804710388184,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3456,Conventional/Fixed Scheduling,88387.03455,47.0,20.0,92.0,Vegetables,silt loams,11.591781616210938,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3457,Conventional/Fixed Scheduling,14179.30155,47.0,20.0,92.0,Vegetables,silt loams,8.946345329284668,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3458,Conventional/Fixed Scheduling,13290.26025,47.0,20.0,92.0,Vegetables,silt loams,8.946345329284668,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3459,Conventional/Fixed Scheduling,19867.3515,47.0,20.0,92.0,Vegetables,silt loams,9.825804710388184,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3460,Conventional/Fixed Scheduling,16810.13805,47.0,20.0,92.0,Vegetables,silt loams,9.768288612365724,https://doi.org/10.1071/AR07215,2025-11-26 19:55:48,9.0
3461,Evapotranspiration-Based,121662.58035,-20.75,-42.86666666666667,690.0,Vegetables,clay,10.740839958190918,https://doi.org/10.1007/s13580-014-0180-9,2025-11-26 20:09:21,9.0
3462,Deficit/Partial Irrigation,103664.02995,-20.75,-42.86667,690.0,Vegetables,clay,10.740839958190918,https://doi.org/10.1007/s13580-014-0180-9,2025-11-26 20:09:21,9.0
3463,Evapotranspiration-Based,96052.7478,-20.75,-42.86667,690.0,Vegetables,sandy clay loams,10.740839958190918,https://doi.org/10.1007/s13580-014-0180-9,2025-11-26 20:09:21,9.0
3464,Deficit/Partial Irrigation,86391.22755,-20.75,-42.86666666666667,690.0,Vegetables,sandy clay loams,10.740839958190918,https://doi.org/10.1007/s13580-014-0180-9,2025-11-26 20:09:21,9.0
3505,Conventional/Fixed Scheduling,12791.3085,38.7053213,-1.4492231,820.0,Vines,loamy sands,6.81,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3506,Conventional/Fixed Scheduling,19323.0405,38.7053213,-1.4492231,820.0,Vines,loamy sands,5.12,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3507,Conventional/Fixed Scheduling,17145.796499999997,38.7053213,-1.4492231,820.0,Vines,loamy sands,3.53,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3508,Conventional/Fixed Scheduling,17508.6705,38.7053213,-1.4492231,820.0,Vines,loamy sands,4.04,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3509,Conventional/Fixed Scheduling,15966.456,38.7053213,-1.4492231,820.0,Vines,loamy sands,3.98,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3510,Conventional/Fixed Scheduling,16510.767,38.7053213,-1.4492231,820.0,Vines,loamy sands,4.03,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3511,Specialized Irrigation Delivery,12000.0,39.6086,109.78157,1300.0,Hay,coarse sands,2.5,https://doi.org/10.3390/w15122242,2025-09-12 17:00:17,9.0
3522,Conventional/Fixed Scheduling,2231.6751,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3523,Conventional/Fixed Scheduling,2440.32765,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3524,Conventional/Fixed Scheduling,2549.18985,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3525,Conventional/Fixed Scheduling,3265.866,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3526,Conventional/Fixed Scheduling,3891.82365,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3527,Conventional/Fixed Scheduling,3093.50085,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3528,Conventional/Fixed Scheduling,2558.2617,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3529,Evapotranspiration-Based,3401.94375,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3530,Evapotranspiration-Based,3556.1652,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3531,Evapotranspiration-Based,3175.1475,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3532,Evapotranspiration-Based,1787.1544499999998,38.4871699,106.2266569,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3545,Evapotranspiration-Based,20180.0,30.90015,75.85229,250.0,Vines,clay,9.35,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3546,Deficit/Partial Irrigation,19260.0,30.90015,75.85229,250.0,Vines,clay,9.84,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3547,Deficit/Partial Irrigation,17130.0,30.90015,75.85229,250.0,Vines,clay,11.59,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3548,Evapotranspiration-Based,20180.0,30.90015,75.85229,250.0,Vines,clay,9.35,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3549,Deficit/Partial Irrigation,19260.0,30.90015,75.85229,250.0,Vines,clay,9.84,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3550,Deficit/Partial Irrigation,17130.0,30.90015,75.85229,250.0,Vines,clay,11.59,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3551,Specialized Irrigation Delivery,9145.9488708,46.24969,-119.477799,159.0,Vines,loamy sands,2987434.18593675,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3552,Specialized Irrigation Delivery,7621.624059,46.24969,-119.477799,159.0,Vines,loamy sands,2987434.18593675,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3553,Specialized Irrigation Delivery,7128.460149300001,46.24969,-119.477799,159.0,Vines,loamy sands,2987434.18593675,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3554,Specialized Irrigation Delivery,11253.103757699995,46.24969,-119.477799,159.0,Vines,loamy sands,5291791.133766749,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3555,Specialized Irrigation Delivery,9392.53082565,46.24969,-119.477799,159.0,Vines,loamy sands,5291791.133766749,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3556,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,5291791.133766749,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3557,Specialized Irrigation Delivery,9930.52781805,46.24969,-119.477799,159.0,Vines,loamy sands,3077962.4946015,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3558,Specialized Irrigation Delivery,9101.1157881,46.24969,-119.477799,159.0,Vines,loamy sands,3077962.4946015,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3559,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,3077962.4946015,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3560,Specialized Irrigation Delivery,46266.435,-6.78694,-43.56917,170.0,Perennials,sandy loams,10.184436798095703,https://doi.org/10.1016/j.fcr.2016.06.013,2025-11-25 19:11:29,8.0
3561,Specialized Irrigation Delivery,63502.95,-6.78694,-43.56917,170.0,Perennials,sandy loams,10.740839958190918,https://doi.org/10.1016/j.fcr.2016.06.013,2025-11-25 19:11:29,8.0
3562,Plant or Climate-Based,6441.013499999999,49.0,32.0,150.0,Legumes_Grains,sandy loams,8.823047637939453,https://doi.org/10.2478/heem-2023-0008,2025-11-25 21:13:09,8.0
3563,Plant or Climate-Based,4717.362,49.0,32.0,150.0,Legumes_Grains,sandy loams,8.823047637939453,https://doi.org/10.2478/heem-2023-0008,2025-11-25 21:13:09,8.0
3576,Conventional/Fixed Scheduling,4808.080499999999,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,7.13,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3577,Conventional/Fixed Scheduling,7983.228,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,6.77,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3578,Conventional/Fixed Scheduling,7620.354,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,6.05,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3579,Conventional/Fixed Scheduling,7620.354,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,6.17,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3580,Conventional/Fixed Scheduling,7166.7615,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,5.61,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3581,Conventional/Fixed Scheduling,6441.013499999999,38.71666666666667,-1.4666666666666666,820.0,Vines,loamy sands,5.98,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3582,Deficit/Partial Irrigation,8015.0,44.3079869,86.0549057,470.0,Wheat,sandy clay loams,1.39,https://doi.org/10.1016/j.agwat.2020.106002,2025-11-24 23:54:19,9.0
3583,Conventional/Fixed Scheduling,1678.29225,38.66666666666666,106.3,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3584,Conventional/Fixed Scheduling,1678.29225,38.66666666666666,106.3,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3585,Conventional/Fixed Scheduling,1941.3759,38.66666666666666,106.3,1100.0,Hay,coarse sands,26.04,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3586,Conventional/Fixed Scheduling,1941.3759,38.66666666666666,106.3,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3587,Evapotranspiration-Based,2884.8483,38.66666666666666,106.3,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3588,Evapotranspiration-Based,2884.8483,38.66666666666666,106.3,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3589,Deficit/Partial Irrigation,29900.0,14.149166666666666,38.28388888888889,1945.0,Vegetables,clay,0.16,https://doi.org/10.1016/j.agwat.2009.08.021,2025-11-25 01:19:20,8.0
3597,Deficit/Partial Irrigation,19110.0,30.90015,75.85229,250.0,Vines,clay,11.3,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3598,Deficit/Partial Irrigation,16880.0,30.90015,75.85229,250.0,Vines,clay,13.42,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3599,Deficit/Partial Irrigation,19110.0,30.90015,75.85229,250.0,Vines,clay,11.3,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3600,Deficit/Partial Irrigation,16880.0,30.90015,75.85229,250.0,Vines,clay,13.42,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3603,Evapotranspiration-Based,2172.0,28.066666666666663,74.05,238.3,Fibers_Oilseeds,loamy sands,0.661,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3604,Deficit/Partial Irrigation,2817.0,28.06667,74.05,238.3,Fibers_Oilseeds,loamy sands,0.67,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3605,Deficit/Partial Irrigation,3810.0,28.06667,74.05,238.3,Fibers_Oilseeds,loamy sands,0.633,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3606,Deficit/Partial Irrigation,2870.0,28.06667,74.05,238.3,Fibers_Oilseeds,loamy sands,0.636,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3607,Deficit/Partial Irrigation,2122.0,28.06667,74.05,238.3,Fibers_Oilseeds,loamy sands,0.607,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3608,Deficit/Partial Irrigation,1316.0,28.06667,74.05,238.3,Fibers_Oilseeds,loamy sands,0.552,https://doi.org/10.1038/s41598-021-82968-w,2025-11-25 15:32:18,9.0
3609,Specialized Irrigation Delivery,10177.1097729,46.2831,-119.4425,226.0,Vines,loamy sands,4147842.506094,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3610,Specialized Irrigation Delivery,10177.1097729,46.2831,-119.4425,226.0,Vines,loamy sands,6995369.305912499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3611,Specialized Irrigation Delivery,10177.1097729,46.2831,-119.4425,226.0,Vines,loamy sands,13085455.5251775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3612,Specialized Irrigation Delivery,18291.8977416,46.2831,-119.4425,226.0,Vines,loamy sands,4921448.0528655,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3613,Specialized Irrigation Delivery,18291.8977416,46.2831,-119.4425,226.0,Vines,loamy sands,8015870.239951499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3614,Specialized Irrigation Delivery,18291.8977416,46.2831,-119.4425,226.0,Vines,loamy sands,12591664.7506425,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3615,Specialized Irrigation Delivery,10401.2751864,46.2831,-119.4425,226.0,Vines,loamy sands,4929677.89910775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
